1 0.00409222
2 0.00311399
4 0.00361514
8 0.00989103
16 0.0441711
1 0.00359201
2 0.00259113
3 0.00233912
4 0.00405979
1 0.00342798
2 0.00254488
3 0.00356102
4 0.00260615
1 0.00344491
2 0.00255299
3 0.002846
1 0.00359201
1 0.730495
2 0.00248694
2 0.0992699
3 0.00322795
3 0.038197
4 0.00264192
4 0.035079
1 0.00343299
2 0.00349283
3 0.00316691
4 0.00392199
1 0.00341797
1 0.768319
2 0.00262594
2 0.101343
3 0.00330997
3 0.038115
4 0.0040338
4 0.0346429
1 0.00341415
2 0.00359297
3 0.0030961
4 0.00418997
1 0.00349188
2 0.00247002
3 0.00369406
4 0.00330305
1 0.00524807
2 0.00271511
3 0.00298595
4 0.00360417
1 0.00342083
2 0.00343299
3 0.003196
4 0.00359416
1 0.00353098
2 0.00254607
3 0.00346017
4 0.00420594
1 0.00358081
2 0.002455
3 0.00296879
4 0.00400901
