1 0.00335503
2 0.00260901
3 0.00234604
4 0.00328994
1 0.0031947
1 0.00310888
1 0.00318718
1 0.00376408
1 0.00325062
1 0.00327746
1 0.00355778
1 0.00401648
1 0.00367458
1 0.00383964
1 0.00393589
1 0.00392079
1 0.00383511
1 0.00376192
1 0.00397112
1 0.0040418
1 0.0042122
1 0.00419796
1 0.00412999
1 0.00422988
1 0.00410133
1 0.00420577
1 0.00419145
1 0.00417861
1 0.00421188
1 0.0044392
1 0.00417477
1 0.00421933
1 0.00417827
1 0.00429709
1 0.00678861
1 0.00413603
1 0.00411236
1 0.00423962
1 0.00397873
1 0.00406202
1 0.00399211
1 0.00420426
1 0.00402776
1 0.00411826
1 0.00400009
1 0.00407798
1 0.00411019
1 0.00415801
1 0.00422209
1 0.00419366
1 0.00428047
1 0.00429064
1 0.00417118
1 0.00418262
1 0.00419798
1 0.00428202
1 0.0042691
1 0.00400575
1 0.00412869
1 0.00400546
1 0.00411533
1 0.00428103
1 0.00418679
1 0.0041051
1 0.00621067
1 0.00411902
1 0.00535765
1 0.00396621
1 0.00424155
1 0.0040255
1 0.00382743
1 0.0039586
1 0.00390571
1 0.00371722
1 0.00424444
1 0.00399434
1 0.00412227
1 0.00451582
1 0.00404865
1 0.00367254
1 0.003942
1 0.0038023
1 0.00357511
1 0.00414881
1 0.00381519
1 0.00381901
1 0.00414844
1 0.00393327
1 0.00426675
1 0.00420374
1 0.00424316
1 0.00372393
1 0.00373052
1 0.00397246
1 0.00370378
1 0.00362684
1 0.00364763
1 0.00374591
1 0.00363199
1 0.00374467
1 0.00424045
1 0.00359538
1 0.00398916
1 0.00350628
1 0.00376917
1 0.00390047
1 0.00397257
1 0.00373457
1 0.00391919
1 0.00347367
1 0.00359891
1 0.00380501
1 0.00398219
1 0.00384818
1 0.00409916
1 0.0040191
1 0.00394524
1 0.00327354
1 0.00424454
1 0.00339239
1 0.00391934
1 0.00386986
1 0.00408489
1 0.00392609
1 0.00402611
1 0.00411966
1 0.00395864
1 0.00636694
1 0.00412567
1 0.00388981
1 0.00484947
