1 0.000199795
1 0.00019908
1 0.000183821
1 0.000165939
1 4.48227e-05
1 3.29018e-05
1 1.09673e-05
1 1.28746e-05
1 1.19209e-05
1 1.19209e-05
1 0.00611115
1 1.21593e-05
1 4.60148e-05
1 2.12193e-05
1 7.20024e-05
1 1.19209e-05
1 4.91142e-05
1 1.62125e-05
1 4.88758e-05
1 1.5974e-05
1 4.79221e-05
1 1.38283e-05
1 5.07832e-05
1 1.19209e-05
1 5.29289e-05
1 1.21593e-05
1 5.10216e-05
1 1.3113e-05
1 5.50747e-05
1 1.21593e-05
1 5.38826e-05
1 1.71661e-05
1 1.09673e-05
1 1.78814e-05
1 1.71661e-05
1 1.21593e-05
1 5.10216e-05
1 1.28746e-05
1 4.69685e-05
1 1.21593e-05
1 5.29289e-05
1 1.19209e-05
1 6.79493e-05
1 1.19209e-05
1 1.3113e-05
1 1.3113e-05
1 1.3113e-05
1 1.62125e-05
1 1.40667e-05
1 1.19209e-05
1 1.19209e-05
1 1.19209e-05
1 2.09808e-05
1 1.88351e-05
1 1.90735e-05
1 2.40803e-05
1 1.38283e-05
1 1.21593e-05
1 2.00272e-05
1 1.19209e-05
1 1.21593e-05
1 1.28746e-05
1 1.28746e-05
1 1.21593e-05
1 1.3113e-05
1 1.19209e-05
1 1.81198e-05
